MouseID,Genotype,Treatment,BDNF_N,pCREB_N
3416_2,Ts65Dn,Memantine,0.341102554,0.222030807
3416_3,Ts65Dn,Memantine,0.341929612,0.221581715
3416_4,Ts65Dn,Memantine,0.311465128,0.192925238
3416_5,Ts65Dn,Memantine,0.318658552,0.203418361
3416_6,Ts65Dn,Memantine,0.316854508,0.212858607
3416_7,Ts65Dn,Memantine,0.294930876,0.187403994
3416_8,Ts65Dn,Memantine,0.290523124,0.183472328
3416_9,Ts65Dn,Memantine,0.307472632,0.20276059
3416_10,Ts65Dn,Memantine,0.279319458,0.183019491
3416_11,Ts65Dn,Memantine,0.249166799,0.179177908
3416_12,Ts65Dn,Memantine,0.268377254,0.185679612
3416_13,Ts65Dn,Memantine,0.322344322,0.226648352
3416_14,Ts65Dn,Memantine,0.251431639,0.176449535
3416_15,Ts65Dn,Memantine,0.263418499,0.187363834
3417_1,Ts65Dn,Memantine,0.261531031,0.183409804
3417_2,Ts65Dn,Memantine,0.250591311,0.190962281
3417_3,Ts65Dn,Memantine,0.257682292,0.197786458
3417_4,Ts65Dn,Memantine,0.233023387,0.171315864
3417_5,Ts65Dn,Memantine,0.241055718,0.180205279
3417_6,Ts65Dn,Memantine,0.255966308,0.186710342
3417_7,Ts65Dn,Memantine,0.228784793,0.156143924
3417_8,Ts65Dn,Memantine,0.23737656,0.178311906
3417_9,Ts65Dn,Memantine,0.243436293,0.185714286
3417_10,Ts65Dn,Memantine,0.231256831,0.178579235
3417_11,Ts65Dn,Memantine,0.251415094,0.203301887
3417_12,Ts65Dn,Memantine,0.255,0.191428571
3417_13,Ts65Dn,Memantine,0.29337131,0.183065769
3417_14,Ts65Dn,Memantine,0.253147236,0.198412698
3417_15,Ts65Dn,Memantine,0.290439133,0.192329072
3429_1,Ts65Dn,Memantine,0.280458544,0.201146361
3429_2,Ts65Dn,Memantine,0.274916833,0.194677312
3429_3,Ts65Dn,Memantine,0.29375,0.192819149
3429_4,Ts65Dn,Memantine,0.264489656,0.188750214
3429_5,Ts65Dn,Memantine,0.259551139,0.18416995
3429_6,Ts65Dn,Memantine,0.253353454,0.179577465
3429_7,Ts65Dn,Memantine,0.235359361,0.178349601
3429_8,Ts65Dn,Memantine,0.240833153,0.167498373
3429_9,Ts65Dn,Memantine,0.25594841,0.176562153
3429_10,Ts65Dn,Memantine,0.29687903,0.179520248
3429_11,Ts65Dn,Memantine,0.240914867,0.191867853
3429_12,Ts65Dn,Memantine,0.241050734,0.176152459
3429_13,Ts65Dn,Memantine,0.275541796,0.158176189
3429_14,Ts65Dn,Memantine,0.23562371,0.162194043
3429_15,Ts65Dn,Memantine,0.227769986,0.155680224
3504_1,Ts65Dn,Memantine,0.319868342,0.206762418
3504_2,Ts65Dn,Memantine,0.311150723,0.199049317
3504_3,Ts65Dn,Memantine,0.323281639,0.204288723
3504_4,Ts65Dn,Memantine,0.301410913,0.185291547
3504_5,Ts65Dn,Memantine,0.286098545,0.182051596
3504_6,Ts65Dn,Memantine,0.279078229,0.180715585
3504_7,Ts65Dn,Memantine,0.274184316,0.178878077
3504_8,Ts65Dn,Memantine,0.264681325,0.170052881
3504_9,Ts65Dn,Memantine,0.26981254,0.159017453
3504_10,Ts65Dn,Memantine,0.303199344,0.169483183
3504_11,Ts65Dn,Memantine,0.248358687,0.166853483
3504_12,Ts65Dn,Memantine,0.261925795,0.166961131
3504_13,Ts65Dn,Memantine,0.24968789,0.150436954
3504_14,Ts65Dn,Memantine,0.232790743,0.145714846
3504_15,Ts65Dn,Memantine,0.213702191,0.142963238
3505_3,Ts65Dn,Memantine,0.432995987,0.265747688
3505_4,Ts65Dn,Memantine,0.388574183,0.218874292
3505_5,Ts65Dn,Memantine,0.381541047,0.220355257
3505_6,Ts65Dn,Memantine,0.378001183,0.223891189
3505_7,Ts65Dn,Memantine,0.376350451,0.219328104
3505_8,Ts65Dn,Memantine,0.36123723,0.212826334
3505_9,Ts65Dn,Memantine,0.348197343,0.211168338
3505_10,Ts65Dn,Memantine,0.32745372,0.211840727
3505_11,Ts65Dn,Memantine,0.332911621,0.227543828
3505_12,Ts65Dn,Memantine,0.314333613,0.212070411
3505_13,Ts65Dn,Memantine,0.326748822,0.207140268
3505_14,Ts65Dn,Memantine,0.321734378,0.210967389
3505_15,Ts65Dn,Memantine,0.318716578,0.204099822
3522_1,Ts65Dn,Memantine,0.415446994,0.247626582
3522_2,Ts65Dn,Memantine,0.390778318,0.246927694
3522_3,Ts65Dn,Memantine,0.38410849,0.25690001
3522_4,Ts65Dn,Memantine,0.344278607,0.205348259
3522_5,Ts65Dn,Memantine,0.342264477,0.20644524
3522_6,Ts65Dn,Memantine,0.324337234,0.200382135
3522_7,Ts65Dn,Memantine,0.319142732,0.194634786
3522_8,Ts65Dn,Memantine,0.309006661,0.191862149
3522_9,Ts65Dn,Memantine,0.294898382,0.188856629
3522_10,Ts65Dn,Memantine,0.330665543,0.206402696
3522_11,Ts65Dn,Memantine,0.317111771,0.203956479
3522_12,Ts65Dn,Memantine,0.322330483,0.212368264
3522_13,Ts65Dn,Memantine,0.326418395,0.221694576
3522_14,Ts65Dn,Memantine,0.290119289,0.205941931
3522_15,Ts65Dn,Memantine,0.360893324,0.217391304
361_1,Ts65Dn,Memantine,0.41784401,0.235920263
361_2,Ts65Dn,Memantine,0.418137494,0.237932716
361_3,Ts65Dn,Memantine,0.414949188,0.243992782
361_4,Ts65Dn,Memantine,0.377915822,0.218940162
361_5,Ts65Dn,Memantine,0.390885417,0.2203125
361_6,Ts65Dn,Memantine,0.387638256,0.215224463
361_7,Ts65Dn,Memantine,0.344299307,0.210288663
361_8,Ts65Dn,Memantine,0.351439258,0.203935599
361_9,Ts65Dn,Memantine,0.345825427,0.194971537
361_10,Ts65Dn,Memantine,0.335981839,0.207340144
361_11,Ts65Dn,Memantine,0.331450094,0.20527307
361_12,Ts65Dn,Memantine,0.365002891,0.20389285
361_13,Ts65Dn,Memantine,0.324859393,0.219797525
361_14,Ts65Dn,Memantine,0.331876725,0.236430543
361_15,Ts65Dn,Memantine,0.329745821,0.219830547
363_1,Ts65Dn,Memantine,0.34209952,0.234831951
363_2,Ts65Dn,Memantine,0.342218401,0.233770421
363_3,Ts65Dn,Memantine,0.353698451,0.235108008
363_4,Ts65Dn,Memantine,0.311645315,0.211890024
363_5,Ts65Dn,Memantine,0.325450783,0.218740763
363_6,Ts65Dn,Memantine,0.310937282,0.204358151
363_7,Ts65Dn,Memantine,0.338902601,0.223087146
363_8,Ts65Dn,Memantine,0.330186933,0.224504905
363_9,Ts65Dn,Memantine,0.315903354,0.213306888
363_10,Ts65Dn,Memantine,0.321024694,0.212785599
363_11,Ts65Dn,Memantine,0.359624413,0.21971831
363_12,Ts65Dn,Memantine,0.328581611,0.218104063
363_13,Ts65Dn,Memantine,0.350989685,0.219682186
363_14,Ts65Dn,Memantine,0.331990794,0.233314154
363_15,Ts65Dn,Memantine,0.354010387,0.230236584
293_1,Ts65Dn,Memantine,0.333575758,0.26230303
293_2,Ts65Dn,Memantine,0.301703712,0.239647975
293_3,Ts65Dn,Memantine,0.296144472,0.241413694
293_4,Ts65Dn,Memantine,0.313085439,0.23389157
293_5,Ts65Dn,Memantine,0.302281918,0.239168111
293_6,Ts65Dn,Memantine,0.283994528,0.235294118
293_7,Ts65Dn,Memantine,0.302443281,0.242059337
293_8,Ts65Dn,Memantine,0.279164627,0.219448523
293_9,Ts65Dn,Memantine,0.296649146,0.232260184
293_10,Ts65Dn,Memantine,0.278100373,0.239527167
293_11,Ts65Dn,Memantine,0.270511779,0.233753046
293_12,Ts65Dn,Memantine,0.274509804,0.231092437
293_13,Ts65Dn,Memantine,0.310115678,0.25695299
293_14,Ts65Dn,Memantine,0.262756319,0.254649499
293_15,Ts65Dn,Memantine,0.29407389,0.244483015
3411_1,Ts65Dn,Memantine,0.34414025,0.261287224
3411_2,Ts65Dn,Memantine,0.328603792,0.264695362
3411_3,Ts65Dn,Memantine,0.311877309,0.243479234
3411_4,Ts65Dn,Memantine,0.31560821,0.234054277
3411_5,Ts65Dn,Memantine,0.319454415,0.250681981
3411_6,Ts65Dn,Memantine,0.288943425,0.229010592
3411_7,Ts65Dn,Memantine,0.316298343,0.240676796
3411_8,Ts65Dn,Memantine,0.307069344,0.242449806
3411_9,Ts65Dn,Memantine,0.282927616,0.227954216
3411_10,Ts65Dn,Memantine,0.295844986,0.233719537
3411_11,Ts65Dn,Memantine,0.295211713,0.225761773
3411_12,Ts65Dn,Memantine,0.286300567,0.226304475
3411_13,Ts65Dn,Memantine,0.307088432,0.217039945
3411_14,Ts65Dn,Memantine,0.303402647,0.229206049
3411_15,Ts65Dn,Memantine,0.298298068,0.258279669
3418_1,Ts65Dn,Memantine,0.355306872,0.231509005
3418_2,Ts65Dn,Memantine,0.333894595,0.218218555
3418_3,Ts65Dn,Memantine,0.32032,0.21232
3418_4,Ts65Dn,Memantine,0.347986097,0.203843795
3418_5,Ts65Dn,Memantine,0.37013519,0.237812372
3418_6,Ts65Dn,Memantine,0.312560668,0.205202873
3418_7,Ts65Dn,Memantine,0.328750307,0.202307881
3418_8,Ts65Dn,Memantine,0.347462062,0.226059655
3418_9,Ts65Dn,Memantine,0.287719298,0.198362573
3418_10,Ts65Dn,Memantine,0.31787361,0.179549769
3418_11,Ts65Dn,Memantine,0.319849754,0.207743427
3418_12,Ts65Dn,Memantine,0.295291301,0.193136472
3418_13,Ts65Dn,Memantine,0.294469357,0.184753363
3418_14,Ts65Dn,Memantine,0.307430341,0.192569659
3418_15,Ts65Dn,Memantine,0.303125987,0.195137354
3501_1,Ts65Dn,Memantine,0.362708102,0.267924528
3501_2,Ts65Dn,Memantine,0.363838789,0.282119795
3501_3,Ts65Dn,Memantine,0.370070114,0.287576687
3501_4,Ts65Dn,Memantine,0.349724518,0.250964187
3501_5,Ts65Dn,Memantine,0.353193848,0.256616323
3501_6,Ts65Dn,Memantine,0.378771256,0.262753703
3501_7,Ts65Dn,Memantine,0.335163892,0.236313712
3501_8,Ts65Dn,Memantine,0.345006702,0.254524129
3501_9,Ts65Dn,Memantine,0.348993289,0.245973154
3501_10,Ts65Dn,Memantine,0.321604662,0.22523532
3501_11,Ts65Dn,Memantine,0.328235816,0.231161348
3501_12,Ts65Dn,Memantine,0.383583447,0.239427012
3501_13,Ts65Dn,Memantine,0.349829798,0.234354543
3501_14,Ts65Dn,Memantine,0.378558127,0.248470338
3501_15,Ts65Dn,Memantine,0.364004317,0.257960065
3502_1,Ts65Dn,Memantine,0.376906928,0.252764171
3502_2,Ts65Dn,Memantine,0.405281941,0.266809422
3502_3,Ts65Dn,Memantine,0.397754725,0.268011937
3502_4,Ts65Dn,Memantine,0.360998053,0.251813838
3502_5,Ts65Dn,Memantine,0.377518558,0.255390597
3502_6,Ts65Dn,Memantine,0.394223955,0.271438696
3502_7,Ts65Dn,Memantine,0.350045167,0.254742547
3502_8,Ts65Dn,Memantine,0.35745614,0.254605263
3502_9,Ts65Dn,Memantine,0.361912969,0.249892288
3502_10,Ts65Dn,Memantine,0.373277075,0.264416315
3502_11,Ts65Dn,Memantine,0.384742495,0.254750757
3502_12,Ts65Dn,Memantine,0.38209266,0.245705362
3502_13,Ts65Dn,Memantine,0.351963746,0.295694864
3502_15,Ts65Dn,Memantine,0.401746725,0.294032023
3530_1,Ts65Dn,Memantine,0.324040456,0.216286307
3530_2,Ts65Dn,Memantine,0.307672436,0.212994058
3530_3,Ts65Dn,Memantine,0.321766153,0.211187362
3530_4,Ts65Dn,Memantine,0.323880597,0.22106136
3530_5,Ts65Dn,Memantine,0.301774194,0.211451613
3530_6,Ts65Dn,Memantine,0.301782616,0.206026187
3530_7,Ts65Dn,Memantine,0.307172131,0.226229508
3530_8,Ts65Dn,Memantine,0.292993631,0.217356688
3530_9,Ts65Dn,Memantine,0.287794597,0.207702625
3530_10,Ts65Dn,Memantine,0.293150012,0.227596366
3530_11,Ts65Dn,Memantine,0.300911106,0.236394977
3530_12,Ts65Dn,Memantine,0.34691358,0.225925926
3530_13,Ts65Dn,Memantine,0.307038123,0.273607038
3530_14,Ts65Dn,Memantine,0.356547619,0.247321429
3530_15,Ts65Dn,Memantine,0.362496176,0.250535332
3534_1,Ts65Dn,Memantine,0.340994047,0.248788592
3534_2,Ts65Dn,Memantine,0.331378299,0.251501187
3534_3,Ts65Dn,Memantine,0.341868317,0.251125492
3534_4,Ts65Dn,Memantine,0.292350624,0.230137886
3534_5,Ts65Dn,Memantine,0.31951431,0.244579358
3534_6,Ts65Dn,Memantine,0.318478069,0.260524925
3534_7,Ts65Dn,Memantine,0.278992984,0.239991746
3534_8,Ts65Dn,Memantine,0.300922945,0.243185233
3534_9,Ts65Dn,Memantine,0.285118799,0.236973739
3534_10,Ts65Dn,Memantine,0.28775715,0.232062218
3534_11,Ts65Dn,Memantine,0.290522148,0.230635981
3534_12,Ts65Dn,Memantine,0.292898661,0.233762952
3534_13,Ts65Dn,Memantine,0.322620519,0.25092707
3534_14,Ts65Dn,Memantine,0.304166667,0.268269231
3534_15,Ts65Dn,Memantine,0.317226891,0.2469988
3605_1,Ts65Dn,Memantine,0.323769942,0.225231264
3605_2,Ts65Dn,Memantine,0.33462229,0.241265019
3605_3,Ts65Dn,Memantine,0.335551331,0.245382944
3605_4,Ts65Dn,Memantine,0.317704918,0.214590164
3605_5,Ts65Dn,Memantine,0.328301887,0.222641509
3605_6,Ts65Dn,Memantine,0.332590051,0.238936535
3605_7,Ts65Dn,Memantine,0.309609972,0.217933253
3605_8,Ts65Dn,Memantine,0.313864062,0.222199127
3605_9,Ts65Dn,Memantine,0.320291363,0.236212279
3605_10,Ts65Dn,Memantine,0.318397997,0.223529412
3605_11,Ts65Dn,Memantine,0.332208669,0.232026992
3605_12,Ts65Dn,Memantine,0.338646459,0.242487588
3605_13,Ts65Dn,Memantine,0.327122153,0.226560189
3605_14,Ts65Dn,Memantine,0.324705206,0.232959448
3605_15,Ts65Dn,Memantine,0.37388535,0.255414013
3606_1,Ts65Dn,Memantine,0.322897623,0.202582267
3606_2,Ts65Dn,Memantine,0.303896677,0.201346727
3606_3,Ts65Dn,Memantine,0.318074191,0.199458789
3606_4,Ts65Dn,Memantine,0.291967701,0.184445389
3606_5,Ts65Dn,Memantine,0.277103614,0.178023736
3606_6,Ts65Dn,Memantine,0.276840806,0.187851364
3606_7,Ts65Dn,Memantine,0.281387479,0.182402707
3606_8,Ts65Dn,Memantine,0.268012473,0.177909076
3606_9,Ts65Dn,Memantine,0.274716236,0.168448758
3606_10,Ts65Dn,Memantine,0.272150604,0.188868426
3606_11,Ts65Dn,Memantine,0.28491155,0.191467222
3606_12,Ts65Dn,Memantine,0.273053892,0.161277445
3606_13,Ts65Dn,Memantine,0.268309535,0.162367573
3606_14,Ts65Dn,Memantine,0.286512758,0.165978129
3606_15,Ts65Dn,Memantine,0.264487714,0.157626333
18899_1,Ts65Dn,Saline,0.316018767,0.19269437
18899_2,Ts65Dn,Saline,0.324896694,0.198863636
18899_3,Ts65Dn,Saline,0.356136821,0.192655936
18899_4,Ts65Dn,Saline,0.295107632,0.194520548
18899_5,Ts65Dn,Saline,0.314599751,0.210700954
18899_6,Ts65Dn,Saline,0.326169914,0.198835107
18899_7,Ts65Dn,Saline,0.270482071,0.199477559
18899_8,Ts65Dn,Saline,0.26754386,0.205653021
18899_9,Ts65Dn,Saline,0.308209313,0.201632261
18899_10,Ts65Dn,Saline,0.267427123,0.205956907
18899_11,Ts65Dn,Saline,0.276097561,0.217235772
18899_12,Ts65Dn,Saline,0.29535184,0.21626856
18899_13,Ts65Dn,Saline,0.292274052,0.229227405
18899_14,Ts65Dn,Saline,0.286921381,0.267817781
18899_15,Ts65Dn,Saline,0.290876565,0.231127013
3476_1,Ts65Dn,Saline,0.352553263,0.279675347
3476_2,Ts65Dn,Saline,0.347528647,0.294510005
3476_4,Ts65Dn,Saline,0.300496593,0.23790276
3476_5,Ts65Dn,Saline,0.29487029,0.238173495
3476_6,Ts65Dn,Saline,0.304107615,0.259548403
3476_7,Ts65Dn,Saline,0.291847237,0.229279523
3476_8,Ts65Dn,Saline,0.302107728,0.2487946
3476_9,Ts65Dn,Saline,0.292148266,0.232894912
3476_10,Ts65Dn,Saline,0.332319256,0.241947029
3476_11,Ts65Dn,Saline,0.301669959,0.233435087
3476_12,Ts65Dn,Saline,0.288273616,0.204885993
3476_13,Ts65Dn,Saline,0.282316241,0.232014038
3476_14,Ts65Dn,Saline,0.284848485,0.234545455
3476_15,Ts65Dn,Saline,0.289833911,0.199306443
3483_1,Ts65Dn,Saline,0.355557569,0.245221487
3483_2,Ts65Dn,Saline,0.337886987,0.239332919
3483_3,Ts65Dn,Saline,0.346877748,0.240545295
3483_4,Ts65Dn,Saline,0.294829732,0.202851001
3483_5,Ts65Dn,Saline,0.288591372,0.214326582
3483_6,Ts65Dn,Saline,0.294651163,0.209418605
3483_7,Ts65Dn,Saline,0.285349462,0.195833333
3483_8,Ts65Dn,Saline,0.271282934,0.189196346
3483_9,Ts65Dn,Saline,0.279176201,0.19504644
3483_10,Ts65Dn,Saline,0.25462963,0.185541311
3483_11,Ts65Dn,Saline,0.259678275,0.17836309
3483_12,Ts65Dn,Saline,0.247709594,0.179429559
3483_13,Ts65Dn,Saline,0.24376123,0.176681972
3483_14,Ts65Dn,Saline,0.24195122,0.167609756
3483_15,Ts65Dn,Saline,0.239984366,0.188587063
3498_1,Ts65Dn,Saline,0.320743754,0.201723804
3498_2,Ts65Dn,Saline,0.33959825,0.205946698
3498_3,Ts65Dn,Saline,0.339729922,0.212305818
3498_4,Ts65Dn,Saline,0.289645185,0.195631185
3498_5,Ts65Dn,Saline,0.324456163,0.213052076
3498_6,Ts65Dn,Saline,0.322087093,0.215117039
3498_7,Ts65Dn,Saline,0.268760064,0.2
3498_8,Ts65Dn,Saline,0.287444021,0.202355283
3498_9,Ts65Dn,Saline,0.290756303,0.208907563
3498_10,Ts65Dn,Saline,0.24515634,0.234413965
3498_11,Ts65Dn,Saline,0.266422615,0.207240187
3498_12,Ts65Dn,Saline,0.28220339,0.207415254
3498_13,Ts65Dn,Saline,0.254906334,0.22279215
3498_14,Ts65Dn,Saline,0.262723845,0.211121583
3498_15,Ts65Dn,Saline,0.265834077,0.194469224
50810B_1,Ts65Dn,Saline,0.342748777,0.210200619
50810B_2,Ts65Dn,Saline,0.343921686,0.200479473
50810B_3,Ts65Dn,Saline,0.337325741,0.199980365
50810B_4,Ts65Dn,Saline,0.304595469,0.192880259
50810B_5,Ts65Dn,Saline,0.295302013,0.189692288
50810B_6,Ts65Dn,Saline,0.292914172,0.173153693
50810B_7,Ts65Dn,Saline,0.278250901,0.171798231
50810B_8,Ts65Dn,Saline,0.271983312,0.166720154
50810B_9,Ts65Dn,Saline,0.290728044,0.166829905
50810B_10,Ts65Dn,Saline,0.255748738,0.149560666
50810B_11,Ts65Dn,Saline,0.247881738,0.163511808
50810B_12,Ts65Dn,Saline,0.258141674,0.165041398
50810B_13,Ts65Dn,Saline,0.245064998,0.158401541
50810B_14,Ts65Dn,Saline,0.245794393,0.173130841
50810B_15,Ts65Dn,Saline,0.242114817,0.14545042
50810C_4,Ts65Dn,Saline,0.373247442,0.228021978
50810C_5,Ts65Dn,Saline,0.381948424,0.221680993
50810C_6,Ts65Dn,Saline,0.374207385,0.217456173
50810C_7,Ts65Dn,Saline,0.33790436,0.206868261
50810C_8,Ts65Dn,Saline,0.341565259,0.205559532
50810C_9,Ts65Dn,Saline,0.342226965,0.198861615
50810C_10,Ts65Dn,Saline,0.312548593,0.200124397
50810C_11,Ts65Dn,Saline,0.301582228,0.203771776
50810C_12,Ts65Dn,Saline,0.30803097,0.19250038
50810C_13,Ts65Dn,Saline,0.294337698,0.205407244
50810C_14,Ts65Dn,Saline,0.285146118,0.190731454
50810C_15,Ts65Dn,Saline,0.309030958,0.216523173
50810E_1,Ts65Dn,Saline,0.376709895,0.24054006
50810E_2,Ts65Dn,Saline,0.383856343,0.233531869
50810E_3,Ts65Dn,Saline,0.386225646,0.239963752
50810E_4,Ts65Dn,Saline,0.333832522,0.207912143
50810E_5,Ts65Dn,Saline,0.331712184,0.208380097
50810E_6,Ts65Dn,Saline,0.330872231,0.20760856
50810E_7,Ts65Dn,Saline,0.299756172,0.192776593
50810E_8,Ts65Dn,Saline,0.306177977,0.202784891
50810E_9,Ts65Dn,Saline,0.305586153,0.200786782
50810E_10,Ts65Dn,Saline,0.29617737,0.204740061
50810E_11,Ts65Dn,Saline,0.2906381,0.206800186
50810E_12,Ts65Dn,Saline,0.296423017,0.206376361
50810E_13,Ts65Dn,Saline,0.278855032,0.216989843
50810E_14,Ts65Dn,Saline,0.276118018,0.209129709
50810E_15,Ts65Dn,Saline,0.290978158,0.209116809
3421_1,Ts65Dn,Saline,0.323672384,0.223424745
3421_2,Ts65Dn,Saline,0.317242657,0.243861762
3421_3,Ts65Dn,Saline,0.345640526,0.261568436
3421_4,Ts65Dn,Saline,0.300678952,0.204440134
3421_5,Ts65Dn,Saline,0.301781113,0.210148986
3421_6,Ts65Dn,Saline,0.310188416,0.211095604
3421_7,Ts65Dn,Saline,0.250059538,0.163967611
3421_8,Ts65Dn,Saline,0.258629846,0.184678704
3421_9,Ts65Dn,Saline,0.277329939,0.19601188
3421_10,Ts65Dn,Saline,0.234618182,0.156654545
3421_11,Ts65Dn,Saline,0.248693835,0.165397821
3421_12,Ts65Dn,Saline,0.276657553,0.184039645
3421_13,Ts65Dn,Saline,0.241693291,0.162779553
3421_14,Ts65Dn,Saline,0.239036145,0.155823293
3421_15,Ts65Dn,Saline,0.289689346,0.181055841
3425_1,Ts65Dn,Saline,0.318812076,0.246435244
3425_2,Ts65Dn,Saline,0.314783427,0.229661017
3425_3,Ts65Dn,Saline,0.298396702,0.226843793
3425_4,Ts65Dn,Saline,0.284404748,0.216241627
3425_5,Ts65Dn,Saline,0.269501172,0.204553063
3425_6,Ts65Dn,Saline,0.261558931,0.198691651
3425_7,Ts65Dn,Saline,0.260963336,0.193961179
3425_8,Ts65Dn,Saline,0.234376997,0.170223642
3425_9,Ts65Dn,Saline,0.235013536,0.169008637
3425_10,Ts65Dn,Saline,0.246042216,0.166062005
3425_11,Ts65Dn,Saline,0.207662835,0.156321839
3425_12,Ts65Dn,Saline,0.216283022,0.154333385
3425_13,Ts65Dn,Saline,0.203435805,0.157142857
3425_14,Ts65Dn,Saline,0.206748795,0.154258168
3426_1,Ts65Dn,Saline,0.409320273,0.255664391
3426_2,Ts65Dn,Saline,0.38732662,0.251377541
3426_3,Ts65Dn,Saline,0.376439841,0.259413416
3426_4,Ts65Dn,Saline,0.382957393,0.243734336
3426_5,Ts65Dn,Saline,0.347259711,0.234714235
3426_6,Ts65Dn,Saline,0.347187086,0.255270449
3426_7,Ts65Dn,Saline,0.344047433,0.233577781
3426_8,Ts65Dn,Saline,0.316564242,0.221809347
3426_9,Ts65Dn,Saline,0.321840803,0.231899265
3426_10,Ts65Dn,Saline,0.318545455,0.223454545
3426_11,Ts65Dn,Saline,0.297992251,0.217506164
3426_12,Ts65Dn,Saline,0.301539012,0.226735863
3426_13,Ts65Dn,Saline,0.3190883844623955,0.21257393077251624
3426_14,Ts65Dn,Saline,0.3190883844623955,0.21257393077251624
3426_15,Ts65Dn,Saline,0.3190883844623955,0.21257393077251624
3491_1,Ts65Dn,Saline,0.383866599,0.283561876
3491_2,Ts65Dn,Saline,0.401131396,0.297420074
3491_4,Ts65Dn,Saline,0.353676626,0.284700148
3491_5,Ts65Dn,Saline,0.352658016,0.272917539
3491_6,Ts65Dn,Saline,0.332892999,0.267147648
3491_7,Ts65Dn,Saline,0.3433687,0.236870027
3491_8,Ts65Dn,Saline,0.313407676,0.235736515
3491_9,Ts65Dn,Saline,0.289785933,0.226911315
3491_10,Ts65Dn,Saline,0.363295241,0.237932799
3491_11,Ts65Dn,Saline,0.385961959,0.233630702
3491_12,Ts65Dn,Saline,0.361929853,0.232175202
3491_13,Ts65Dn,Saline,0.358586933,0.267290913
3491_14,Ts65Dn,Saline,0.362458194,0.261078595
3491_15,Ts65Dn,Saline,0.356124807,0.228043143
3513_1,Ts65Dn,Saline,0.374946966,0.256470089
3513_2,Ts65Dn,Saline,0.387617179,0.269239154
3513_3,Ts65Dn,Saline,0.380380705,0.264330521
3513_4,Ts65Dn,Saline,0.399491435,0.245182013
3513_5,Ts65Dn,Saline,0.357768495,0.244710955
3513_6,Ts65Dn,Saline,0.312658995,0.223622047
3513_7,Ts65Dn,Saline,0.366357069,0.23374613
3513_8,Ts65Dn,Saline,0.336960218,0.22849371
3513_9,Ts65Dn,Saline,0.317010722,0.218915026
3513_10,Ts65Dn,Saline,0.332731649,0.225631769
3513_11,Ts65Dn,Saline,0.292499542,0.202824134
3513_12,Ts65Dn,Saline,0.303364379,0.21231705
3513_13,Ts65Dn,Saline,0.325908558,0.21852286
3513_14,Ts65Dn,Saline,0.317004899,0.218801026
3513_15,Ts65Dn,Saline,0.291444421,0.20631534
3517_1,Ts65Dn,Saline,0.403592979,0.251645639
3517_2,Ts65Dn,Saline,0.390864943,0.237432734
3517_3,Ts65Dn,Saline,0.370728562,0.237395229
3517_4,Ts65Dn,Saline,0.375518672,0.227736993
3517_5,Ts65Dn,Saline,0.344653715,0.226457067
3517_6,Ts65Dn,Saline,0.385701275,0.216757741
3517_7,Ts65Dn,Saline,0.376144879,0.229808493
3517_8,Ts65Dn,Saline,0.326144533,0.210556186
3517_9,Ts65Dn,Saline,0.363264547,0.20319762
3517_10,Ts65Dn,Saline,0.379560155,0.227684347
3517_11,Ts65Dn,Saline,0.346371348,0.204288407
3517_12,Ts65Dn,Saline,0.314810811,0.186594595
3517_13,Ts65Dn,Saline,0.395093063,0.197969543
3517_14,Ts65Dn,Saline,0.361792956,0.186766275
3517_15,Ts65Dn,Saline,0.336905059,0.163219537
3525_1,Ts65Dn,Saline,0.417970722,0.283493185
3525_2,Ts65Dn,Saline,0.435056877,0.297931748
3525_4,Ts65Dn,Saline,0.403841388,0.242750929
3525_5,Ts65Dn,Saline,0.425733806,0.264423077
3525_7,Ts65Dn,Saline,0.383499103,0.244741562
3525_8,Ts65Dn,Saline,0.405295316,0.253903598
3525_9,Ts65Dn,Saline,0.4041518,0.244242621
3525_10,Ts65Dn,Saline,0.420482931,0.25020816
3525_11,Ts65Dn,Saline,0.399101307,0.232638889
3525_12,Ts65Dn,Saline,0.431650369,0.239074037
3525_13,Ts65Dn,Saline,0.361243419,0.254951116
3525_14,Ts65Dn,Saline,0.390353058,0.24067628
3525_15,Ts65Dn,Saline,0.386275461,0.242725509
J1291_1,Ts65Dn,Saline,0.320348007,0.245033113
J1291_2,Ts65Dn,Saline,0.319745897,0.250661726
J1291_3,Ts65Dn,Saline,0.32629913,0.252967555
J1291_4,Ts65Dn,Saline,0.303124033,0.229044231
J1291_5,Ts65Dn,Saline,0.300984103,0.232248297
J1291_6,Ts65Dn,Saline,0.329316632,0.245758681
J1291_7,Ts65Dn,Saline,0.296071361,0.227747201
J1291_8,Ts65Dn,Saline,0.279349904,0.238240918
J1291_9,Ts65Dn,Saline,0.283381364,0.236887608
J1291_10,Ts65Dn,Saline,0.276428571,0.27452381
J1291_11,Ts65Dn,Saline,0.275943956,0.243172643
J1291_12,Ts65Dn,Saline,0.274344794,0.250540995
J1291_13,Ts65Dn,Saline,0.25343189,0.274551214
J1291_14,Ts65Dn,Saline,0.255145119,0.24353562
J1291_15,Ts65Dn,Saline,0.282578875,0.247462277
J3295_1,Ts65Dn,Saline,0.344687842,0.259693319
J3295_2,Ts65Dn,Saline,0.354466542,0.251620701
J3295_3,Ts65Dn,Saline,0.362811029,0.261488456
J3295_4,Ts65Dn,Saline,0.313620306,0.23119194
